sentiment_numeric,word_count,num_stop_words,num_chars,num_punctuation_chars,category_gaming,category_movies,category_music,category_technology,hour,weekday,month,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy
0,2,0,7,0,0.0,0.0,0.0,1.0,14,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10,6,55,2,0.0,0.0,0.0,1.0,3,3,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,9,1,41,0,0.0,0.0,0.0,1.0,20,2,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1,2,1,8,0,0.0,0.0,0.0,1.0,13,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12,6,66,1,0.0,0.0,0.0,1.0,11,2,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,6,2,26,1,0.0,0.0,0.0,1.0,3,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9,3,39,0,0.0,0.0,0.0,1.0,20,0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,3,1,22,1,0.0,0.0,0.0,1.0,14,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,11,4,53,0,0.0,0.0,0.0,1.0,14,0,8,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0
-1,3,0,12,0,0.0,0.0,0.0,1.0,9,0,8,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
0,12,6,57,2,0.0,0.0,0.0,1.0,9,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12,7,56,0,0.0,0.0,0.0,1.0,2,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,1,11,0,0.0,0.0,0.0,1.0,6,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,8,3,35,0,0.0,0.0,0.0,1.0,12,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,4,2,20,0,0.0,0.0,0.0,1.0,3,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,2,25,0,0.0,0.0,0.0,1.0,21,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,3,40,1,0.0,0.0,0.0,1.0,9,2,8,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
-1,9,3,56,2,0.0,0.0,0.0,1.0,21,0,8,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0
0,12,5,55,0,0.0,0.0,0.0,1.0,21,4,8,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
0,5,3,32,0,0.0,0.0,0.0,1.0,15,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,5,25,2,0.0,0.0,0.0,1.0,4,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,1,12,0,0.0,0.0,0.0,1.0,1,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,15,6,79,2,0.0,0.0,0.0,1.0,13,2,8,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
1,2,0,9,0,0.0,0.0,0.0,1.0,16,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,3,35,2,0.0,0.0,0.0,1.0,16,1,8,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285
-1,13,5,78,0,0.0,0.0,0.0,1.0,13,1,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,11,8,46,1,0.0,0.0,0.0,1.0,8,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,35,18,170,9,0.0,0.0,0.0,1.0,2,1,8,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
0,16,6,95,6,0.0,0.0,0.0,1.0,9,0,8,0.25,0.125,0.0,0.0,0.0,0.0,0.375,0.25,0.0,0.0
0,5,2,26,0,0.0,0.0,0.0,1.0,5,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,13,4,73,3,0.0,0.0,0.0,1.0,0,0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,17,9,85,3,0.0,0.0,0.0,1.0,22,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26,12,119,2,0.0,0.0,0.0,1.0,14,5,8,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
1,10,6,55,0,0.0,0.0,0.0,1.0,6,5,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16,8,75,1,0.0,0.0,0.0,1.0,3,5,8,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
0,2,1,10,0,0.0,0.0,0.0,1.0,12,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11,4,66,3,0.0,0.0,0.0,1.0,3,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
