sentiment_numeric,word_count,num_stop_words,num_chars,num_punctuation_chars,category_gaming,category_movies,category_music,category_technology,hour,weekday,month,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy
-1,28,13,143,0,0.0,1.0,0.0,0.0,4,5,9,0.125,0.125,0.0,0.125,0.0,0.125,0.25,0.125,0.125,0.0
0,2,0,10,0,0.0,1.0,0.0,0.0,3,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9,1,58,0,0.0,1.0,0.0,0.0,1,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,5,33,0,0.0,1.0,0.0,0.0,1,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,12,4,69,1,0.0,1.0,0.0,0.0,1,5,9,0.25,0.125,0.0,0.0,0.0,0.125,0.25,0.125,0.125,0.0
-1,19,8,105,6,0.0,1.0,0.0,0.0,0,5,9,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0
-1,24,8,123,3,0.0,1.0,0.0,0.0,0,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
0,15,8,92,6,0.0,1.0,0.0,0.0,22,4,9,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
-1,11,4,70,0,0.0,1.0,0.0,0.0,22,4,9,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
0,11,6,53,3,0.0,1.0,0.0,0.0,20,4,9,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0
-1,10,3,47,1,0.0,1.0,0.0,0.0,20,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17,6,89,0,0.0,1.0,0.0,0.0,19,4,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,0,18,1,0.0,1.0,0.0,0.0,19,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,6,0,28,0,0.0,1.0,0.0,0.0,19,4,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1,6,4,30,0,0.0,1.0,0.0,0.0,19,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,4,51,2,0.0,1.0,0.0,0.0,19,4,9,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
-1,5,1,33,0,0.0,1.0,0.0,0.0,18,4,9,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
-1,25,14,136,2,0.0,1.0,0.0,0.0,18,4,9,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
1,5,1,28,0,0.0,1.0,0.0,0.0,18,4,9,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
0,4,1,25,1,0.0,1.0,0.0,0.0,18,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,8,4,41,3,0.0,1.0,0.0,0.0,17,4,9,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
1,4,2,22,0,0.0,1.0,0.0,0.0,16,4,9,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0
0,13,7,71,0,0.0,1.0,0.0,0.0,15,4,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,5,2,19,0,0.0,1.0,0.0,0.0,14,4,9,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
0,10,5,41,0,0.0,1.0,0.0,0.0,14,4,9,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
-1,3,1,11,0,0.0,1.0,0.0,0.0,14,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,9,4,40,0,0.0,1.0,0.0,0.0,13,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,11,7,60,0,0.0,1.0,0.0,0.0,12,4,9,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
0,7,4,30,0,0.0,1.0,0.0,0.0,12,4,9,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25
0,5,1,22,0,0.0,1.0,0.0,0.0,12,4,9,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
-1,26,16,126,1,0.0,1.0,0.0,0.0,11,4,9,0.09090909090909091,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182
0,5,2,32,0,0.0,1.0,0.0,0.0,11,4,9,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
-1,10,5,57,6,0.0,1.0,0.0,0.0,10,4,9,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
0,5,2,35,0,0.0,1.0,0.0,0.0,10,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,2,50,8,0.0,1.0,0.0,0.0,6,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,14,6,75,3,0.0,1.0,0.0,0.0,5,4,9,0.1,0.2,0.1,0.0,0.1,0.1,0.2,0.1,0.1,0.0
-1,12,6,55,0,0.0,1.0,0.0,0.0,4,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,11,5,53,1,0.0,1.0,0.0,0.0,4,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,10,2,76,5,0.0,1.0,0.0,0.0,3,4,9,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
-1,25,12,148,2,0.0,1.0,0.0,0.0,3,4,9,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0
1,4,1,20,0,0.0,1.0,0.0,0.0,3,4,9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
0,8,2,41,1,0.0,1.0,0.0,0.0,1,4,9,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
-1,24,11,113,3,0.0,1.0,0.0,0.0,0,4,9,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
0,30,15,172,2,0.0,1.0,0.0,0.0,0,4,9,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285
-1,19,9,82,0,0.0,1.0,0.0,0.0,22,3,9,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
0,9,4,47,4,0.0,1.0,0.0,0.0,21,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,1,26,4,0.0,1.0,0.0,0.0,21,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,8,2,44,4,0.0,1.0,0.0,0.0,20,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,1,13,0,0.0,1.0,0.0,0.0,20,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,2,40,4,0.0,1.0,0.0,0.0,19,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27,14,144,3,0.0,1.0,0.0,0.0,18,3,9,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
1,6,2,27,0,0.0,1.0,0.0,0.0,18,3,9,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
0,5,2,23,1,0.0,1.0,0.0,0.0,18,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0,15,0,0.0,1.0,0.0,0.0,16,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,6,1,38,2,0.0,1.0,0.0,0.0,14,3,9,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
-1,19,7,111,1,0.0,1.0,0.0,0.0,14,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13,6,92,1,0.0,1.0,0.0,0.0,7,3,9,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
0,6,0,28,4,0.0,1.0,0.0,0.0,3,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
-1,11,2,69,3,0.0,1.0,0.0,0.0,0,3,9,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0
-1,3,0,22,0,0.0,1.0,0.0,0.0,0,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,3,35,1,0.0,1.0,0.0,0.0,0,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,43,17,223,4,0.0,1.0,0.0,0.0,23,2,9,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.0,0.0,0.07142857142857142
-1,8,4,52,0,0.0,1.0,0.0,0.0,21,2,9,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
-1,14,3,80,0,0.0,1.0,0.0,0.0,20,2,9,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0
0,17,6,97,1,0.0,1.0,0.0,0.0,20,2,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1,12,6,62,3,0.0,1.0,0.0,0.0,20,2,9,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
0,28,13,147,3,0.0,1.0,0.0,0.0,18,2,9,0.2222222222222222,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0
-1,9,3,49,0,0.0,1.0,0.0,0.0,16,2,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,11,5,61,0,0.0,1.0,0.0,0.0,13,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,7,3,34,0,0.0,1.0,0.0,0.0,12,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12,3,75,2,0.0,1.0,0.0,0.0,9,2,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1,11,2,53,0,0.0,1.0,0.0,0.0,5,2,9,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
-1,16,8,75,0,0.0,1.0,0.0,0.0,4,2,9,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
-1,32,12,162,1,0.0,1.0,0.0,0.0,3,2,9,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
0,5,2,24,0,0.0,1.0,0.0,0.0,3,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10,5,54,0,0.0,1.0,0.0,0.0,1,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,8,4,46,3,0.0,1.0,0.0,0.0,1,2,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,8,0,46,1,0.0,1.0,0.0,0.0,1,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,37,18,174,1,0.0,1.0,0.0,0.0,1,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14,6,71,0,0.0,1.0,0.0,0.0,0,2,9,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0
-1,9,4,55,0,0.0,1.0,0.0,0.0,23,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,8,3,33,0,0.0,1.0,0.0,0.0,22,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14,8,74,2,0.0,1.0,0.0,0.0,21,1,9,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091
-1,9,6,38,0,0.0,1.0,0.0,0.0,20,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,3,21,0,0.0,1.0,0.0,0.0,20,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,12,6,62,1,0.0,1.0,0.0,0.0,19,1,9,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
0,5,2,25,1,0.0,1.0,0.0,0.0,19,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,71,36,385,5,0.0,1.0,0.0,0.0,18,1,9,0.125,0.125,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.20833333333333334,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.0
0,8,2,45,0,0.0,1.0,0.0,0.0,18,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,27,14,131,2,0.0,1.0,0.0,0.0,17,1,9,0.0,0.0,0.25,0.25,0.125,0.25,0.0,0.0,0.0,0.125
-1,13,8,58,1,0.0,1.0,0.0,0.0,17,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9,4,45,0,0.0,1.0,0.0,0.0,16,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,46,18,266,3,0.0,1.0,0.0,0.0,15,1,9,0.08333333333333333,0.0,0.25,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333
0,5,1,29,2,0.0,1.0,0.0,0.0,15,1,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1,13,7,63,0,0.0,1.0,0.0,0.0,14,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
0,4,2,17,0,0.0,1.0,0.0,0.0,14,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,20,6,106,1,0.0,1.0,0.0,0.0,13,1,9,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
0,13,6,66,0,0.0,1.0,0.0,0.0,12,1,9,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
0,4,0,14,0,0.0,1.0,0.0,0.0,12,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,0,15,1,0.0,1.0,0.0,0.0,12,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0,29,1,0.0,1.0,0.0,0.0,11,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,8,5,44,0,0.0,1.0,0.0,0.0,11,1,9,0.25,0.125,0.0,0.0,0.125,0.0,0.25,0.125,0.125,0.0
0,58,18,364,12,0.0,1.0,0.0,0.0,10,1,9,0.1,0.15,0.05,0.2,0.05,0.25,0.15,0.05,0.0,0.0
-1,4,1,21,0,0.0,1.0,0.0,0.0,9,1,9,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,17,6,87,0,0.0,1.0,0.0,0.0,8,1,9,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0
0,2,0,9,0,0.0,1.0,0.0,0.0,7,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,30,10,184,7,0.0,1.0,0.0,0.0,6,1,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,15,9,66,1,0.0,1.0,0.0,0.0,6,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21,2,110,1,0.0,1.0,0.0,0.0,5,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29,13,171,2,0.0,1.0,0.0,0.0,5,1,9,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.0,0.07142857142857142
0,5,1,26,0,0.0,1.0,0.0,0.0,4,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,6,3,33,0,0.0,1.0,0.0,0.0,1,1,9,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
-1,26,9,144,1,0.0,1.0,0.0,0.0,0,1,9,0.17647058823529413,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705,0.29411764705882354,0.17647058823529413,0.11764705882352941,0.058823529411764705
1,12,5,60,0,0.0,1.0,0.0,0.0,0,1,9,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25
0,14,6,90,3,0.0,1.0,0.0,0.0,0,1,9,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
-1,31,17,149,3,0.0,1.0,0.0,0.0,23,0,9,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182
-1,19,10,99,0,0.0,1.0,0.0,0.0,23,0,9,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0
0,6,2,31,0,0.0,1.0,0.0,0.0,22,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2,26,0,0.0,1.0,0.0,0.0,22,0,9,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
0,31,15,195,7,0.0,1.0,0.0,0.0,21,0,9,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111
0,7,5,40,2,0.0,1.0,0.0,0.0,21,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,15,7,82,0,0.0,1.0,0.0,0.0,21,0,9,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
0,20,9,115,2,0.0,1.0,0.0,0.0,19,0,9,0.125,0.0,0.125,0.25,0.0,0.25,0.125,0.0,0.0,0.125
0,6,2,32,2,0.0,1.0,0.0,0.0,18,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0,24,0,0.0,1.0,0.0,0.0,17,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12,3,63,0,0.0,1.0,0.0,0.0,17,0,9,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0
0,12,6,85,1,0.0,1.0,0.0,0.0,16,0,9,0.125,0.125,0.0,0.25,0.0,0.125,0.125,0.125,0.125,0.0
1,7,4,38,5,0.0,1.0,0.0,0.0,15,0,9,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285
0,2,0,18,1,0.0,1.0,0.0,0.0,13,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,44,15,244,4,0.0,1.0,0.0,0.0,12,0,9,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0
-1,26,14,138,3,0.0,1.0,0.0,0.0,12,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,2,17,0,0.0,1.0,0.0,0.0,11,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,56,26,299,9,0.0,1.0,0.0,0.0,7,0,9,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.2
0,13,7,65,0,0.0,1.0,0.0,0.0,6,0,9,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0
-1,18,11,87,1,0.0,1.0,0.0,0.0,5,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,12,5,70,1,0.0,1.0,0.0,0.0,2,0,9,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
-1,12,5,65,1,0.0,1.0,0.0,0.0,2,0,9,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
0,3,1,15,0,0.0,1.0,0.0,0.0,1,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,6,3,30,0,0.0,1.0,0.0,0.0,1,0,9,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0
1,4,0,40,12,0.0,1.0,0.0,0.0,0,0,9,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
-1,16,5,85,0,0.0,1.0,0.0,0.0,0,0,9,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
0,12,5,64,2,0.0,1.0,0.0,0.0,0,0,9,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
-1,9,3,42,0,0.0,1.0,0.0,0.0,22,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,2,35,0,0.0,1.0,0.0,0.0,22,6,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1,3,2,12,0,0.0,1.0,0.0,0.0,20,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,10,5,51,0,0.0,1.0,0.0,0.0,19,6,8,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
0,8,4,52,3,0.0,1.0,0.0,0.0,19,6,8,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
-1,5,2,27,0,0.0,1.0,0.0,0.0,18,6,8,0.25,0.25,0.0,0.0,0.125,0.0,0.25,0.0,0.125,0.0
-1,11,7,57,1,0.0,1.0,0.0,0.0,18,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0,4,0,0.0,1.0,0.0,0.0,18,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,36,21,187,3,0.0,1.0,0.0,0.0,17,6,8,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.0,0.25,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666
-1,5,2,30,0,0.0,1.0,0.0,0.0,16,6,8,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
-1,11,5,53,0,0.0,1.0,0.0,0.0,15,6,8,0.25,0.25,0.125,0.0,0.0,0.0,0.25,0.125,0.0,0.0
0,3,0,15,1,0.0,1.0,0.0,0.0,9,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,1,31,0,0.0,1.0,0.0,0.0,7,6,8,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
-1,9,5,36,0,0.0,1.0,0.0,0.0,7,6,8,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
-1,13,4,64,1,0.0,1.0,0.0,0.0,5,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,34,11,202,6,0.0,1.0,0.0,0.0,4,6,8,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0
-1,25,12,135,1,0.0,1.0,0.0,0.0,2,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
-1,14,8,67,1,0.0,1.0,0.0,0.0,2,6,8,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0
-1,25,13,141,0,0.0,1.0,0.0,0.0,1,6,8,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0
-1,40,20,223,0,0.0,1.0,0.0,0.0,1,6,8,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333
-1,15,6,86,1,0.0,1.0,0.0,0.0,1,6,8,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
1,5,3,25,1,0.0,1.0,0.0,0.0,0,6,8,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0
0,10,0,62,1,0.0,1.0,0.0,0.0,0,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,17,6,94,2,0.0,1.0,0.0,0.0,23,5,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,11,1,53,0,0.0,1.0,0.0,0.0,23,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9,3,41,0,0.0,1.0,0.0,0.0,22,5,8,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
0,6,1,24,0,0.0,1.0,0.0,0.0,17,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16,8,81,2,0.0,1.0,0.0,0.0,17,5,8,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
0,7,0,36,0,0.0,1.0,0.0,0.0,15,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0,9,1,0.0,1.0,0.0,0.0,15,5,8,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0
0,16,4,80,0,0.0,1.0,0.0,0.0,15,5,8,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
-1,11,4,60,0,0.0,1.0,0.0,0.0,15,5,8,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
-1,58,25,354,8,0.0,1.0,0.0,0.0,13,5,8,0.12,0.16,0.04,0.12,0.04,0.16,0.16,0.12,0.08,0.0
